3602 21360
3600 3601
2096 2156 1000
2096 2095 1000
2096 2036 1000
3600 2097 17
2097 3601 982
2097 2098 1000
2097 2157 1000
2097 2096 1000
2097 2037 1000
3600 2098 17
2098 3601 982
2098 2099 1000
2098 2158 1000
2098 2097 1000
2098 2038 1000
3600 2099 17
2099 3601 982
2099 2159 1000
2099 2098 1000
2099 2039 1000
3600 2100 562
2100 3601 437
2100 2101 1000
2100 2160 894
2100 2040 898
3600 2101 562
2101 3601 437
2101 2102 1000
2101 2161 894
2101 2100 1000
2101 2041 898
3600 2102 562
2102 3601 437
2102 2103 988
2102 2162 894
2102 2101 1000
2102 2042 905
3600 2103 550
2103 3601 449
2103 2104 980
2103 2163 898
2103 2102 988
2103 2043 901
3600 2104 531
2104 3601 468
2104 2105 976
2104 2164 901
2104 2103 980
2104 2044 901
3600 2105 507
2105 3601 492
2105 2106 968
2105 2165 905
2105 2104 976
2105 2045 905
3600 2106 476
2106 3601 523
2106 2107 968
2106 2166 905
2106 2105 968
2106 2046 901
3600 2107 445
2107 3601 554
2107 2108 964
2107 2167 909
2107 2106 968
2107 2047 905
3600 2108 409
2108 3601 590
2108 2109 964
2108 2168 909
2108 2107 964
2108 2048 909
3600 2109 374
2109 3601 625
2109 2110 964
2109 2169 917
2109 2108 964
2109 2049 913
3600 2110 339
2110 3601 660
2110 2111 960
2110 2170 917
2110 2109 964
2110 2050 913
3600 2111 300
2111 3601 700
2111 2112 960
2111 2171 925
2111 2110 960
2111 2051 913
3600 2112 260
2112 3601 739
2112 2113 964
2112 2172 925
2112 2111 960
2112 2052 921
3600 2113 225
2113 3601 774
2113 2114 964
2113 2173 933
2113 2112 964
2113 2053 925
3600 2114 190
2114 3601 809
2114 2115 968
2114 2174 941
2114 2113 964
2114 2054 933
3600 2115 158
2115 3601 841
2115 2116 968
2115 2175 949
2115 2114 968
2115 2055 941
3600 2116 127
2116 3601 872
2116 2117 976
2116 2176 956
2116 2115 968
2116 2056 945
3600 2117 103
2117 3601 896
2117 2118 976
2117 2177 960
2117 2116 976
2117 2057 952
3600 2118 80
2118 3601 919
2118 2119 984
2118 2178 968
2118 2117 976
2118 2058 956
3600 2119 64
2119 3601 935
2119 2120 980
2119 2179 968
2119 2118 984
2119 2059 968
3600 2120 45
2120 3601 954
2120 2121 988
2120 2180 980
2120 2119 980
2120 2060 972
3600 2121 33
2121 3601 966
2121 2122 988
2121 2181 984
2121 2120 988
2121 2061 976
3600 2122 21
2122 3601 978
2122 2123 992
2122 2182 988
2122 2121 988
2122 2062 976
3600 2123 17
2123 3601 982
2123 2124 996
2123 2183 988
2123 2122 992
2123 2063 980
3600 2124 17
2124 3601 982
2124 2125 992
2124 2184 988
2124 2123 996
2124 2064 988
3600 2125 17
2125 3601 982
2125 2126 996
2125 2185 992
2125 2124 992
2125 2065 988
3600 2126 17
2126 3601 982
2126 2127 996
2126 2186 996
2126 2125 996
2126 2066 988
3600 2127 17
2127 3601 982
2127 2128 1000
2127 2187 996
2127 2126 996
2127 2067 992
3600 2128 17
2128 3601 982
2128 2129 1000
2128 2188 996
2128 2127 1000
2128 2068 992
3600 2129 17
2129 3601 982
2129 2130 996
2129 2189 996
2129 2128 1000
2129 2069 996
3600 2130 17
2130 3601 982
2130 2131 1000
2130 2190 1000
2130 2129 996
2130 2070 996
3600 2131 17
2131 3601 982
2131 2132 996
2131 2191 1000
2131 2130 1000
2131 2071 996
3600 2132 17
2132 3601 982
2132 2133 1000
2132 2192 996
2132 2131 996
2132 2072 1000
3600 2133 17
2133 3601 982
2133 2134 996
2133 2193 996
2133 2132 1000
2133 2073 1000
3600 2134 17
2134 3601 982
2134 2135 1000
2134 2194 1000
2134 2133 996
2134 2074 996
3600 2135 17
2135 3601 982
2135 2136 1000
2135 2195 1000
2135 2134 1000
2135 2075 1000
3600 2136 17
2136 3601 982
2136 2137 1000
2136 2196 1000
2136 2135 1000
2136 2076 1000
3600 2137 17
2137 3601 982
2137 2138 1000
2137 2197 1000
2137 2136 1000
2137 2077 1000
3600 2138 17
2138 3601 982
2138 2139 1000
2138 2198 1000
2138 2137 1000
2138 2078 1000
3600 2139 17
2139 3601 982
2139 2140 1000
2139 2199 1000
2139 2138 1000
2139 2079 1000
3600 2140 17
2140 3601 982
2140 2141 1000
2140 2200 1000
2140 2139 1000
2140 2080 1000
3600 2141 17
2141 3601 982
2141 2142 1000
2141 2201 1000
2141 2140 1000
2141 2081 1000
3600 2142 17
2142 3601 982
2142 2143 1000
2142 2202 1000
2142 2141 1000
2142 2082 1000
3600 2143 17
2143 3601 982
2143 2144 1000
2143 2203 1000
2143 2142 1000
2143 2083 1000
3600 2144 17
2144 3601 982
2144 2145 1000
2144 2204 1000
2144 2143 1000
2144 2084 1000
3600 2145 17
2145 3601 982
2145 2146 1000
2145 2205 1000
2145 2144 1000
2145 2085 1000
3600 2146 17
2146 3601 982
2146 2147 1000
2146 2206 1000
2146 2145 1000
2146 2086 1000
3600 2147 17
2147 3601 982
2147 2148 1000
2147 2207 1000
2147 2146 1000
2147 2087 1000
3600 2148 17
2148 3601 982
2148 2149 1000
2148 2208 1000
2148 2147 1000
2148 2088 1000
3600 2149 17
2149 3601 982
2149 2150 1000
2149 2209 1000
2149 2148 1000
2149 2089 1000
3600 2150 17
2150 3601 982
2150 2151 1000
2150 2210 1000
2150 2149 1000
2150 2090 1000
3600 2151 17
2151 3601 982
2151 2152 1000
2151 2211 1000
2151 2150 1000
2151 2091 1000
3600 2152 17
2152 3601 982
2152 2153 1000
2152 2212 1000
2152 2151 1000
2152 2092 1000
3600 2153 17
2153 3601 982
2153 2154 1000
2153 2213 1000
2153 2152 1000
2153 2093 1000
3600 2154 17
2154 3601 982
2154 2155 1000
2154 2214 1000
2154 2153 1000
2154 2094 1000
3600 2155 17
2155 3601 982
2155 2156 1000
2155 2215 1000
2155 2154 1000
2155 2095 1000
3600 2156 17
2156 3601 982
2156 2157 1000
2156 2216 1000
2156 2155 1000
2156 2096 1000
3600 2157 17
2157 3601 982
2157 2158 1000
2157 2217 1000
2157 2156 1000
2157 2097 1000
3600 2158 17
2158 3601 982
2158 2159 1000
2158 2218 1000
2158 2157 1000
2158 2098 1000
3600 2159 17
2159 3601 982
2159 2219 1000
2159 2158 1000
2159 2099 1000
3600 2160 456
2160 3601 543
2160 2161 1000
2160 2220 905
2160 2100 894
3600 2161 456
2161 3601 543
2161 2162 1000
2161 2221 905
2161 2160 1000
2161 2101 894
3600 2162 456
2162 3601 543
2162 2163 992
2162 2222 905
2162 2161 1000
2162 2102 894
3600 2163 449
2163 3601 550
2163 2164 984
2163 2223 905
2163 2162 992
2163 2103 898
3600 2164 433
2164 3601 566
2164 2165 980
2164 2224 909
2164 2163 984
2164 2104 901
3600 2165 413
2165 3601 586
2165 2166 968
2165 2225 909
2165 2164 980
2165 2105 905
3600 2166 382
2166 3601 617
2166 2167 972
2166 2226 917
2166 2165 968
2166 2106 905
3600 2167 354
2167 3601 645
2167 2168 964
2167 2227 917
2167 2166 972
2167 2107 909
3600 2168 319
2168 3601 680
2168 2169 972
2168 2228 929
2168 2167 964
2168 2108 909
3600 2169 292
2169 3601 707
2169 2170 964
2169 2229 929
2169 2168 972
2169 2109 917
3600 2170 256
2170 3601 743
2170 2171 968
2170 2230 937
2170 2169 964
2170 2110 917
3600 2171 225
2171 3601 774
2171 2172 960
2171 2231 937
2171 2170 968
2171 2111 925
3600 2172 186
2172 3601 813
2172 2173 972
2172 2232 945
2172 2171 960
2172 2112 925
3600 2173 158
2173 3601 841
2173 2174 972
2173 2233 949
2173 2172 972
2173 2113 933
3600 2174 131
2174 3601 868
2174 2175 976
2174 2234 956
2174 2173 972
2174 2114 941
3600 2175 107
2175 3601 892
2175 2176 976
2175 2235 960
2175 2174 976
2175 2115 949
3600 2176 84
2176 3601 915
2176 2177 980
2176 2236 968
2176 2175 976
2176 2116 956
3600 2177 64
2177 3601 935
2177 2178 984
2177 2237 972
2177 2176 980
2177 2117 960
3600 2178 49
2178 3601 950
2178 2179 984
2178 2238 976
2178 2177 984
2178 2118 968
3600 2179 33
2179 3601 966
2179 2180 992
2179 2239 984
2179 2178 984
2179 2119 968
3600 2180 25
2180 3601 974
2180 2181 992
2180 2240 984
2180 2179 992
2180 2120 980
3600 2181 17
2181 3601 982
2181 2182 992
2181 2241 984
2181 2180 992
2181 2121 984
3600 2182 17
2182 3601 982
2182 2183 992
2182 2242 988
2182 2181 992
2182 2122 988
3600 2183 17
2183 3601 982
2183 2184 996
2183 2243 992
2183 2182 992
2183 2123 988
3600 2184 17
2184 3601 982
2184 2185 996
2184 2244 992
2184 2183 996
2184 2124 988
3600 2185 17
2185 3601 982
2185 2186 1000
2185 2245 996
2185 2184 996
2185 2125 992
3600 2186 17
2186 3601 982
2186 2187 996
2186 2246 996
2186 2185 1000
2186 2126 996
3600 2187 17
2187 3601 982
2187 2188 1000
2187 2247 1000
2187 2186 996
2187 2127 996
3600 2188 17
2188 3601 982
2188 2189 1000
2188 2248 1000
2188 2187 1000
2188 2128 996
3600 2189 17
2189 3601 982
2189 2190 1000
2189 2249 1000
2189 2188 1000
2189 2129 996
3600 2190 17
2190 3601 982
2190 2191 1000
2190 2250 1000
2190 2189 1000
2190 2130 1000
3600 2191 17
2191 3601 982
2191 2192 1000
2191 2251 1000
2191 2190 1000
2191 2131 1000
3600 2192 17
2192 3601 982
2192 2193 1000
2192 2252 1000
2192 2191 1000
2192 2132 996
3600 2193 17
2193 3601 982
2193 2194 1000
2193 2253 1000
2193 2192 1000
2193 2133 996
3600 2194 17
2194 3601 982
2194 2195 1000
2194 2254 1000
2194 2193 1000
2194 2134 1000
3600 2195 17
2195 3601 982
2195 2196 1000
2195 2255 1000
2195 2194 1000
2195 2135 1000
3600 2196 17
2196 3601 982
2196 2197 1000
2196 2256 1000
2196 2195 1000
2196 2136 1000
3600 2197 17
2197 3601 982
2197 2198 1000
2197 2257 1000
2197 2196 1000
2197 2137 1000
3600 2198 17
2198 3601 982
2198 2199 1000
2198 2258 1000
2198 2197 1000
2198 2138 1000
3600 2199 17
2199 3601 982
2199 2200 1000
2199 2259 1000
2199 2198 1000
2199 2139 1000
3600 2200 17
2200 3601 982
2200 2201 1000
2200 2260 1000
2200 2199 1000
2200 2140 1000
3600 2201 17
2201 3601 982
2201 2202 1000
2201 2261 1000
2201 2200 1000
2201 2141 1000
3600 2202 17
2202 3601 982
2202 2203 1000
2202 2262 1000
2202 2201 1000
2202 2142 1000
3600 2203 17
2203 3601 982
2203 2204 1000
2203 2263 1000
2203 2202 1000
2203 2143 1000
3600 2204 17
2204 3601 982
2204 2205 1000
2204 2264 1000
2204 2203 1000
2204 2144 1000
3600 2205 17
2205 3601 982
2205 2206 1000
2205 2265 1000
2205 2204 1000
2205 2145 1000
3600 2206 17
2206 3601 982
2206 2207 1000
2206 2266 1000
2206 2205 1000
2206 2146 1000
3600 2207 17
2207 3601 982
2207 2208 1000
2207 2267 1000
2207 2206 1000
2207 2147 1000
3600 2208 17
2208 3601 982
2208 2209 1000
2208 2268 1000
2208 2207 1000
2208 2148 1000
3600 2209 17
2209 3601 982
2209 2210 1000
2209 2269 1000
2209 2208 1000
2209 2149 1000
3600 2210 17
2210 3601 982
2210 2211 1000
2210 2270 1000
2210 2209 1000
2210 2150 1000
3600 2211 17
2211 3601 982
2211 2212 1000
2211 2271 1000
2211 2210 1000
2211 2151 1000
3600 2212 17
2212 3601 982
2212 2213 1000
2212 2272 1000
2212 2211 1000
2212 2152 1000
3600 2213 17
2213 3601 982
2213 2214 1000
2213 2273 1000
2213 2212 1000
2213 2153 1000
3600 2214 17
2214 3601 982
2214 2215 1000
2214 2274 1000
2214 2213 1000
2214 2154 1000
3600 2215 17
2215 3601 982
2215 2216 1000
2215 2275 1000
2215 2214 1000
2215 2155 1000
3600 2216 17
2216 3601 982
2216 2217 1000
2216 2276 1000
2216 2215 1000
2216 2156 1000
3600 2217 17
2217 3601 982
2217 2218 1000
2217 2277 1000
2217 2216 1000
2217 2157 1000
3600 2218 17
2218 3601 982
2218 2219 1000
2218 2278 1000
2218 2217 1000
2218 2158 1000
3600 2219 17
2219 3601 982
2219 2279 1000
2219 2218 1000
2219 2159 1000
3600 2220 362
2220 3601 637
2220 2221 1000
2220 2280 917
2220 2160 905
3600 2221 362
2221 3601 637
2221 2222 1000
2221 2281 913
2221 2220 1000
2221 2161 905
3600 2222 362
2222 3601 637
2222 2223 992
2222 2282 913
2222 2221 1000
2222 2162 905
3600 2223 354
2223 3601 645
2223 2224 988
2223 2283 913
2223 2222 992
2223 2163 905
3600 2224 343
2224 3601 656
2224 2225 980
2224 2284 917
2224 2223 988
2224 2164 909
3600 2225 323
2225 3601 676
2225 2226 976
2225 2285 921
2225 2224 980
2225 2165 909
3600 2226 300
2226 3601 700
2226 2227 972
2226 2286 925
2226 2225 976
2226 2166 917
3600 2227 272
2227 3601 727
2227 2228 976
2227 2287 933
2227 2226 972
2227 2167 917
3600 2228 249
2228 3601 750
2228 2229 972
2228 2288 933
2228 2227 976
2228 2168 929
3600 2229 221
2229 3601 778
2229 2230 972
2229 2289 937
2229 2228 972
2229 2169 929
3600 2230 194
2230 3601 805
2230 2231 968
2230 2290 945
2230 2229 972
2230 2170 937
3600 2231 162
2231 3601 837
2231 2232 968
2231 2291 952
2231 2230 968
2231 2171 937
3600 2232 131
2232 3601 868
2232 2233 976
2232 2292 960
2232 2231 968
2232 2172 945
3600 2233 107
2233 3601 892
2233 2234 980
2233 2293 960
2233 2232 976
2233 2173 949
3600 2234 88
2234 3601 911
2234 2235 980
2234 2294 964
2234 2233 980
2234 2174 956
3600 2235 68
2235 3601 931
2235 2236 984
2235 2295 972
2235 2234 980
2235 2175 960
3600 2236 52
2236 3601 947
2236 2237 984
2236 2296 976
2236 2235 984
2236 2176 968
3600 2237 37
2237 3601 962
2237 2238 988
2237 2297 980
2237 2236 984
2237 2177 972
3600 2238 25
2238 3601 974
2238 2239 992
2238 2298 984
2238 2237 988
2238 2178 976
3600 2239 17
2239 3601 982
2239 2240 992
2239 2299 984
2239 2238 992
2239 2179 984
3600 2240 17
2240 3601 982
2240 2241 992
2240 2300 988
2240 2239 992
2240 2180 984
3600 2241 17
2241 3601 982
2241 2242 996
2241 2301 996
2241 2240 992
2241 2181 984
3600 2242 17
2242 3601 982
2242 2243 996
2242 2302 996
2242 2241 996
2242 2182 988
3600 2243 17
2243 3601 982
2243 2244 996
2243 2303 996
2243 2242 996
2243 2183 992
3600 2244 17
2244 3601 982
2244 2245 1000
2244 2304 1000
2244 2243 996
2244 2184 992
3600 2245 17
2245 3601 982
2245 2246 1000
2245 2305 1000
2245 2244 1000
2245 2185 996
3600 2246 17
2246 3601 982
2246 2247 1000
2246 2306 1000
2246 2245 1000
2246 2186 996
3600 2247 17
2247 3601 982
2247 2248 1000
2247 2307 1000
2247 2246 1000
2247 2187 1000
3600 2248 17
2248 3601 982
2248 2249 1000
2248 2308 1000
2248 2247 1000
2248 2188 1000
3600 2249 17
2249 3601 982
2249 2250 1000
2249 2309 1000
2249 2248 1000
2249 2189 1000
3600 2250 17
2250 3601 982
2250 2251 1000
2250 2310 1000
2250 2249 1000
2250 2190 1000
3600 2251 17
2251 3601 982
2251 2252 1000
2251 2311 1000
2251 2250 1000
2251 2191 1000
3600 2252 17
2252 3601 982
2252 2253 1000
2252 2312 1000
2252 2251 1000
2252 2192 1000
3600 2253 17
2253 3601 982
2253 2254 1000
2253 2313 1000
2253 2252 1000
2253 2193 1000
3600 2254 17
2254 3601 982
2254 2255 1000
2254 2314 1000
2254 2253 1000
2254 2194 1000
3600 2255 17
2255 3601 982
2255 2256 1000
2255 2315 1000
2255 2254 1000
2255 2195 1000
3600 2256 17
2256 3601 982
2256 2257 1000
2256 2316 1000
2256 2255 1000
2256 2196 1000
3600 2257 17
2257 3601 982
2257 2258 1000
2257 2317 1000
2257 2256 1000
2257 2197 1000
3600 2258 17
2258 3601 982
2258 2259 1000
2258 2318 1000
2258 2257 1000
2258 2198 1000
3600 2259 17
2259 3601 982
2259 2260 1000
2259 2319 1000
2259 2258 1000
2259 2199 1000
3600 2260 17
2260 3601 982
2260 2261 1000
2260 2320 1000
2260 2259 1000
2260 2200 1000
3600 2261 17
2261 3601 982
2261 2262 1000
2261 2321 1000
2261 2260 1000
2261 2201 1000
3600 2262 17
2262 3601 982
2262 2263 1000
2262 2322 1000
2262 2261 1000
2262 2202 1000
3600 2263 17
2263 3601 982
2263 2264 1000
2263 2323 1000
2263 2262 1000
2263 2203 1000
3600 2264 17
2264 3601 982
2264 2265 1000
2264 2324 1000
2264 2263 1000
2264 2204 1000
3600 2265 17
2265 3601 982
2265 2266 1000
2265 2325 1000
2265 2264 1000
2265 2205 1000
3600 2266 17
2266 3601 982
2266 2267 1000
2266 2326 1000
2266 2265 1000
2266 2206 1000
3600 2267 17
2267 3601 982
2267 2268 1000
2267 2327 1000
2267 2266 1000
2267 2207 1000
3600 2268 17
2268 3601 982
2268 2269 1000
2268 2328 1000
2268 2267 1000
2268 2208 1000
3600 2269 17
2269 3601 982
2269 2270 1000
2269 2329 1000
2269 2268 1000
2269 2209 1000
3600 2270 17
2270 3601 982
2270 2271 1000
2270 2330 1000
2270 2269 1000
2270 2210 1000
3600 2271 17
2271 3601 982
2271 2272 1000
2271 2331 1000
2271 2270 1000
2271 2211 1000
3600 2272 17
2272 3601 982
2272 2273 1000
2272 2332 1000
2272 2271 1000
2272 2212 1000
3600 2273 17
2273 3601 982
2273 2274 1000
2273 2333 1000
2273 2272 1000
2273 2213 1000
3600 2274 17
2274 3601 982
2274 2275 1000
2274 2334 1000
2274 2273 1000
2274 2214 1000
3600 2275 17
2275 3601 982
2275 2276 1000
2275 2335 1000
2275 2274 1000
2275 2215 1000
3600 2276 17
2276 3601 982
2276 2277 1000
2276 2336 1000
2276 2275 1000
2276 2216 1000
3600 2277 17
2277 3601 982
2277 2278 1000
2277 2337 1000
2277 2276 1000
2277 2217 1000
3600 2278 17
2278 3601 982
2278 2279 1000
2278 2338 1000
2278 2277 1000
2278 2218 1000
3600 2279 17
2279 3601 982
2279 2339 1000
2279 2278 1000
2279 2219 1000
3600 2280 280
2280 3601 719
2280 2281 996
2280 2340 925
2280 2220 917
3600 2281 276
2281 3601 723
2281 2282 1000
2281 2341 925
2281 2280 996
2281 2221 913
3600 2282 276
2282 3601 723
2282 2283 992
2282 2342 925
2282 2281 1000
2282 2222 913
3600 2283 268
2283 3601 731
2283 2284 992
2283 2343 929
2283 2282 992
2283 2223 913
3600 2284 260
2284 3601 739
2284 2285 984
2284 2344 925
2284 2283 992
2284 2224 917
3600 2285 245
2285 3601 754
2285 2286 980
2285 2345 933
2285 2284 984
2285 2225 921
3600 2286 225
2286 3601 774
2286 2287 980
2286 2346 937
2286 2285 980
2286 2226 925
3600 2287 205
2287 3601 794
2287 2288 976
2287 2347 941
2287 2286 980
2287 2227 933
3600 2288 182
2288 3601 817
2288 2289 976
2288 2348 945
2288 2287 976
2288 2228 933
3600 2289 158
2289 3601 841
2289 2290 980
2289 2349 952
2289 2288 976
2289 2229 937
3600 2290 139
2290 3601 860
2290 2291 976
2290 2350 952
2290 2289 980
2290 2230 945
3600 2291 115
2291 3601 884
2291 2292 976
2291 2351 960
2291 2290 976
2291 2231 952
3600 2292 92
2292 3601 907
2292 2293 976
2292 2352 964
2292 2291 976
2292 2232 960
3600 2293 68
2293 3601 931
2293 2294 984
2293 2353 976
2293 2292 976
2293 2233 960
3600 2294 52
2294 3601 947
2294 2295 988
2294 2354 980
2294 2293 984
2294 2234 964
3600 2295 41
2295 3601 958
2295 2296 988
2295 2355 980
2295 2294 988
2295 2235 972
3600 2296 29
2296 3601 970
2296 2297 988
2296 2356 980
2296 2295 988
2296 2236 976
3600 2297 17
2297 3601 982
2297 2298 992
2297 2357 984
2297 2296 988
2297 2237 980
3600 2298 17
2298 3601 982
2298 2299 992
2298 2358 988
2298 2297 992
2298 2238 984
3600 2299 17
2299 3601 982
2299 2300 996
2299 2359 992
2299 2298 992
2299 2239 984
3600 2300 17
2300 3601 982
2300 2301 1000
2300 2360 996
2300 2299 996
2300 2240 988
3600 2301 17
2301 3601 982
2301 2302 996
2301 2361 996
2301 2300 1000
2301 2241 996
3600 2302 17
2302 3601 982
2302 2303 996
2302 2362 996
2302 2301 996
2302 2242 996
3600 2303 17
2303 3601 982
2303 2304 1000
2303 2363 1000
2303 2302 996
2303 2243 996
3600 2304 17
2304 3601 982
2304 2305 1000
2304 2364 1000
2304 2303 1000
2304 2244 1000
3600 2305 17
2305 3601 982
2305 2306 1000
2305 2365 1000
2305 2304 1000
2305 2245 1000
3600 2306 17
2306 3601 982
2306 2307 1000
2306 2366 1000
2306 2305 1000
2306 2246 1000
3600 2307 17
2307 3601 982
2307 2308 1000
2307 2367 1000
2307 2306 1000
2307 2247 1000
3600 2308 17
2308 3601 982
2308 2309 1000
2308 2368 1000
2308 2307 1000
2308 2248 1000
3600 2309 17
2309 3601 982
2309 2310 1000
2309 2369 1000
2309 2308 1000
2309 2249 1000
3600 2310 17
2310 3601 982
2310 2311 1000
2310 2370 1000
2310 2309 1000
2310 2250 1000
3600 2311 17
2311 3601 982
2311 2312 1000
2311 2371 1000
2311 2310 1000
2311 2251 1000
3600 2312 17
2312 3601 982
2312 2313 1000
2312 2372 1000
2312 2311 1000
2312 2252 1000
3600 2313 17
2313 3601 982
2313 2314 1000
2313 2373 1000
2313 2312 1000
2313 2253 1000
3600 2314 17
2314 3601 982
2314 2315 1000
2314 2374 1000
2314 2313 1000
2314 2254 1000
3600 2315 17
2315 3601 982
2315 2316 1000
2315 2375 1000
2315 2314 1000
2315 2255 1000
3600 2316 17
2316 3601 982
2316 2317 1000
2316 2376 1000
2316 2315 1000
2316 2256 1000
3600 2317 17
2317 3601 982
2317 2318 1000
2317 2377 1000
2317 2316 1000
2317 2257 1000
3600 2318 17
2318 3601 982
2318 2319 1000
2318 2378 1000
2318 2317 1000
2318 2258 1000
3600 2319 17
2319 3601 982
2319 2320 1000
2319 2379 1000
2319 2318 1000
2319 2259 1000
3600 2320 17
2320 3601 982
2320 2321 1000
2320 2380 1000
2320 2319 1000
2320 2260 1000
3600 2321 17
2321 3601 982
2321 2322 1000
2321 2381 1000
2321 2320 1000
2321 2261 1000
3600 2322 17
2322 3601 982
2322 2323 1000
2322 2382 1000
2322 2321 1000
2322 2262 1000
3600 2323 17
2323 3601 982
2323 2324 1000
2323 2383 1000
2323 2322 1000
2323 2263 1000
3600 2324 17
2324 3601 982
2324 2325 1000
2324 2384 1000
2324 2323 1000
2324 2264 1000
3600 2325 17
2325 3601 982
2325 2326 1000
2325 2385 1000
2325 2324 1000
2325 2265 1000
3600 2326 17
2326 3601 982
2326 2327 1000
2326 2386 1000
2326 2325 1000
2326 2266 1000
3600 2327 17
2327 3601 982
2327 2328 1000
2327 2387 1000
2327 2326 1000
2327 2267 1000
3600 2328 17
2328 3601 982
2328 2329 1000
2328 2388 1000
2328 2327 1000
2328 2268 1000
3600 2329 17
2329 3601 982
2329 2330 1000
2329 2389 1000
2329 2328 1000
2329 2269 1000
3600 2330 17
2330 3601 982
2330 2331 1000
2330 2390 1000
2330 2329 1000
2330 2270 1000
3600 2331 17
2331 3601 982
2331 2332 1000
2331 2391 1000
2331 2330 1000
2331 2271 1000
3600 2332 17
2332 3601 982
2332 2333 1000
2332 2392 1000
2332 2331 1000
2332 2272 1000
3600 2333 17
2333 3601 982
2333 2334 1000
2333 2393 1000
2333 2332 1000
2333 2273 1000
3600 2334 17
2334 3601 982
2334 2335 1000
2334 2394 1000
2334 2333 1000
2334 2274 1000
3600 2335 17
2335 3601 982
2335 2336 1000
2335 2395 1000
2335 2334 1000
2335 2275 1000
3600 2336 17
2336 3601 982
2336 2337 1000
2336 2396 1000
2336 2335 1000
2336 2276 1000
3600 2337 17
2337 3601 982
2337 2338 1000
2337 2397 1000
2337 2336 1000
2337 2277 1000
3600 2338 17
2338 3601 982
2338 2339 1000
2338 2398 1000
2338 2337 1000
2338 2278 1000
3600 2339 17
2339 3601 982
2339 2399 1000
2339 2338 1000
2339 2279 1000
3600 2340 205
2340 3601 794
2340 2341 996
2340 2400 941
2340 2280 925
3600 2341 201
2341 3601 798
2341 2342 1000
2341 2401 941
2341 2340 996
2341 2281 925
3600 2342 201
2342 3601 798
2342 2343 996
2342 2402 941
2342 2341 1000
2342 2282 925
3600 2343 198
2343 3601 801
2343 2344 988
2343 2403 937
2343 2342 996
2343 2283 929
3600 2344 186
2344 3601 813
2344 2345 992
2344 2404 945
2344 2343 988
2344 2284 925
3600 2345 178
2345 3601 821
2345 2346 984
2345 2405 941
2345 2344 992
2345 2285 933
3600 2346 162
2346 3601 837
2346 2347 984
2346 2406 949
2346 2345 984
2346 2286 937
3600 2347 147
2347 3601 852
2347 2348 980
2347 2407 952
2347 2346 984
2347 2287 941
3600 2348 127
2348 3601 872
2348 2349 984
2348 2408 956
2348 2347 980
2348 2288 945
3600 2349 111
2349 3601 888
2349 2350 980
2349 2409 960
2349 2348 984
2349 2289 952
3600 2350 92
2350 3601 907
2350 2351 984
2350 2410 964
2350 2349 980
2350 2290 952
3600 2351 76
2351 3601 923
2351 2352 980
2351 2411 968
2351 2350 984
2351 2291 960
3600 2352 56
2352 3601 943
2352 2353 988
2352 2412 976
2352 2351 980
2352 2292 964
3600 2353 45
2353 3601 954
2353 2354 988
2353 2413 976
2353 2352 988
2353 2293 976
3600 2354 33
2354 3601 966
2354 2355 988
2354 2414 980
2354 2353 988
2354 2294 980
3600 2355 21
2355 3601 978
2355 2356 988
2355 2415 984
2355 2354 988
2355 2295 980
3600 2356 17
2356 3601 982
2356 2357 992
2356 2416 988
2356 2355 988
2356 2296 980
3600 2357 17
2357 3601 982
2357 2358 996
2357 2417 992
2357 2356 992
2357 2297 984
3600 2358 17
2358 3601 982
2358 2359 996
2358 2418 996
2358 2357 996
2358 2298 988
3600 2359 17
2359 3601 982
2359 2360 1000
2359 2419 996
2359 2358 996
2359 2299 992
3600 2360 17
2360 3601 982
2360 2361 1000
2360 2420 996
2360 2359 1000
2360 2300 996
3600 2361 17
2361 3601 982
2361 2362 996
2361 2421 996
2361 2360 1000
2361 2301 996
3600 2362 17
2362 3601 982
2362 2363 1000
2362 2422 1000
2362 2361 996
2362 2302 996
3600 2363 17
2363 3601 982
2363 2364 1000
2363 2423 1000
2363 2362 1000
2363 2303 1000
3600 2364 17
2364 3601 982
2364 2365 1000
2364 2424 1000
2364 2363 1000
2364 2304 1000
3600 2365 17
2365 3601 982
2365 2366 1000
2365 2425 1000
2365 2364 1000
2365 2305 1000
3600 2366 17
2366 3601 982
2366 2367 1000
2366 2426 1000
2366 2365 1000
2366 2306 1000
3600 2367 17
2367 3601 982
2367 2368 1000
2367 2427 1000
2367 2366 1000
2367 2307 1000
3600 2368 17
2368 3601 982
2368 2369 1000
2368 2428 1000
2368 2367 1000
2368 2308 1000
3600 2369 17
2369 3601 982
2369 2370 1000
2369 2429 1000
2369 2368 1000
2369 2309 1000
3600 2370 17
2370 3601 982
2370 2371 1000
2370 2430 1000
2370 2369 1000
2370 2310 1000
3600 2371 17
2371 3601 982
2371 2372 1000
2371 2431 1000
2371 2370 1000
2371 2311 1000
3600 2372 17
2372 3601 982
2372 2373 1000
2372 2432 1000
2372 2371 1000
2372 2312 1000
3600 2373 17
2373 3601 982
2373 2374 1000
2373 2433 1000
2373 2372 1000
2373 2313 1000
3600 2374 17
2374 3601 982
2374 2375 1000
2374 2434 1000
2374 2373 1000
2374 2314 1000
3600 2375 17
2375 3601 982
2375 2376 1000
2375 2435 1000
2375 2374 1000
2375 2315 1000
3600 2376 17
2376 3601 982
2376 2377 1000
2376 2436 1000
